From	To
Q8N122	57521
Q8N132	64421
Q8N158	221914
Q8N173	1000
Q8N183	91942
Q8N1A4	5331
Q8N1C0	1495
Q8N1C1	170261
Q8N1C5	5295
Q8N1D2	3002
Q8N1E8	3718
Q8N1F0	5532
Q8N1I0	9732
Q8N1I4	286205
Q8N1J6	64065
Q8N1P1	55200
Q8N1P6	3872
Q8N1P9	54778
Q8N1T8	667
Q8N1W1	64283
Q8N1W4	135112
Q8N1Y2	219699
Q8N1Z8	23002
Q8N234	84532
Q8N238	55902
Q8N256	161742
Q8N272	64689
Q8N2J2	55502
Q8N2J4	79412
Q8N2N2	221955
Q8N2N8	112476
Q8N2P7	91653
Q8N2Q3	29979
Q8N2R5	23671
Q8N2S0	9828
Q8N2W9	51588
Q8N307	200958
Q8N332	200186
Q8N340	79733
Q8N368	2045
Q8N382	6786
Q8N3A0	253260
Q8N3F7	80233
Q8N3I4	10645
Q8N3I9	4215
Q8N3K5	84894
Q8N3L6	84458
Q8N3M1	8874
Q8N3P0	10009
Q8N3R1	25960
Q8N3R7	255488
Q8N3T0	10325
Q8N3U4	10735
Q8N3W4	5532
Q8N3Y8	91768
Q8N3Z1	57599
Q8N3Z2	1969
Q8N3Z9	57680
Q8N449	22899
Q8N466	1272
Q8N473	1277
Q8N474	6422
Q8N4B9	3549
Q8N4C2	84708
Q8N4C3	4049
Q8N4D9	2245
Q8N4E1	10298
Q8N4G0	273
Q8N4I3	818
Q8N4J4	9138
Q8N4K5	6464
Q8N4S4	80781
Q8N4U8	9814
Q8N4V9	57521
Q8N4X7	4790
Q8N4Z3	1820
Q8N553	817
Q8N574	22806
Q8N578	1942
Q8N579	151648
Q8N588	29904
Q8N589	5366
Q8N5A4	9046
Q8N5A7	23327
Q8N5C0	10458
Q8N5C5	5601
Q8N5D7	2534
Q8N5E5	114609
Q8N5E9	1857
Q8N5I7	3998
Q8N5K6	5933
Q8N5L2	558
Q8N5L3	9765
Q8N5L4	5159
Q8N5Q7	3796
Q8N5V2	25791
Q8N5X9	7050
Q8N606	10284
Q8N610	10085
Q8N679	23263
Q8N685	2260
Q8N694	960
Q8N699	80177
Q8N6A1	7067
Q8N6C3	7015
Q8N6D9	8027
Q8N6F6	1997
Q8N6J0	2059
Q8N6K1	100506658
Q8N6P4	3070
Q8N6Q5	7827
Q8N6Q7	3594
Q8N6Q9	126129
Q8N6R7	246
Q8N6T6	3577
Q8N6T7	51548
Q8N6U4	1281
Q8N6Z7	6194
Q8N6Z8	9978
Q8N6Z8	56438
Q8N707	2017
Q8N716	9227
Q8N717	9314
Q8N719	8100
Q8N725	4318
Q8N726	1029
Q8N756	9414
Q8N7D7	132671
Q8N7L5	284654
Q8N7Q1	93649
Q8N7Y2	409
Q8N7Y6	79728
Q8N858	115727
Q8N873	221178
Q8N8C1	9814
Q8N8J3	667
Q8N8N4	25942
Q8N8S7	55740
Q8N924	7323
Q8N9A7	54434
Q8N9B5	133746
Q8N9F4	283848
Q8N9R8	286205
Q8N9S1	221955
Q8N9X6	57697
Q8NA22	91768
Q8NA36	256076
Q8NAF3	64333
Q8NAM2	23462
Q8NAN0	2235
Q8NAQ7	112476
Q8NAS1	23085
Q8NAV4	81624
Q8NAV5	55160
Q8NAW9	114790
Q8NB06	4691
Q8NB45	9732
Q8NB68	6935
Q8NB91	2187
Q8NBC8	221223
Q8NBJ1	23225
Q8NBK2	6696
Q8NBP3	10159
Q8NBS4	10683
Q8NBT2	147841
Q8NBY0	57534
Q8NBY6	200958
Q8NBY9	83879
Q8NC04	51765
Q8NC05	25945
Q8NC16	64065
Q8NC31	92335
Q8NC32	10746
Q8NC47	5998
Q8NC48	92170
Q8NC83	25942
Q8NC89	55367
Q8NCD2	51548
Q8NCF1	92335
Q8NCG7	221955
Q8NCH5	10298
Q8NCI1	54821
Q8NCI5	83990
Q8NCI7	64399
Q8NCM6	253260
Q8NCM7	64283
Q8NCV7	23235
Q8NCW0	79412
Q8NCW1	79412
Q8NCY4	57680
Q8ND31	79728
Q8ND36	112476
Q8ND93	23265
Q8NDC7	405
Q8NDD0	84446
Q8NDE3	10298
Q8NDG2	55114
Q8NDL2	55367
Q8NDP6	23028
Q8NDR4	84446
Q8NDS6	126129
Q8NDV0	5649
Q8NE03	5583
Q8NE38	22981
Q8NE70	5934
Q8NE74	10023
Q8NE75	10153
Q8NEH4	3066
Q8NEH5	7189
Q8NEK3	9765
Q8NER1	7442
Q8NEU0	80333
Q8NEU9	5451
Q8NEV9	246778
Q8NEW6	55240
Q8NEW9	1499
Q8NEX0	63977
Q8NF13	7185
Q8NF16	51586
Q8NF26	91653
Q8NF52	2316
Q8NF64	83637
Q8NF87	665
Q8NF88	1282
Q8NFA2	124056
Q8NFA3	124056
Q8NFC1	57379
Q8NFC7	4688
Q8NFE5	100526739
Q8NFE5	378708
Q8NFE7	55679
Q8NFG1	898
Q8NFG5	100526739
Q8NFG5	378708
Q8NFI6	1437
Q8NFI8	9112
Q8NFL1	9322
Q8NFM1	83939
Q8NFM3	111
Q8NFM4	196883
Q8NFN1	3084
Q8NFN2	3084
Q8NFN3	3084
Q8NFN4	5998
Q8NFN5	5998
Q8NFN6	5998
Q8NFP5	9971
Q8NFP6	9971
Q8NFQ9	149233
Q8NFR6	4659
Q8NFT8	92737
Q8NFX5	4026
Q8NG15	10159
Q8NG38	7015
Q8NG46	7015
Q8NG67	10075
Q8NHM2	5795
Q8NHM6	1910
Q8NHM7	1910
Q8NHM8	1910
Q8NHM9	1910
Q8NHN0	84033
Q8NHN1	84033
Q8NHN2	84033
Q8NHN3	84033
Q8NHN4	84033
Q8NHN5	84033
Q8NHN6	84033
Q8NHN7	84033
Q8NHN8	84033
Q8NHN9	84033
Q8NHQ2	84126
Q8NHQ3	5932
Q8NHQ5	8395
Q8NHT6	7013
Q8NHW0	117584
Q8NHW9	7161
Q8NHX1	5595
Q8NHY2	64326
Q8NI00	7097
Q8NI04	391
Q8NI04	56212
Q8NI06	51715
Q8NI08	135112
Q8NI14	9414
Q8NI54	940
Q8NI55	940
Q8NI56	940
Q8NI87	5230
Q8NI90	5901
Q8NI94	1499
Q8NIA1	2213
Q8NIA4	818
Q8SNA0	972
Q8TA91	3852
Q8TA97	4774
Q8TAE5	86
Q8TAE6	81706
Q8TAF3	57599
Q8TAG9	54536
Q8TAI2	5959
Q8TAJ4	79872
Q8TAK9	6720
Q8TAN0	9148
Q8TAN5	2770
Q8TAP2	53358
Q8TAQ2	6601
Q8TAR1	1386
Q8TAR5	27250
Q8TAR7	81565
Q8TAT4	83605
Q8TAW6	145226
Q8TAX4	919
Q8TAY2	100135616
Q8TAY2	6500
Q8TAZ1	7249
Q8TAZ2	8320
Q8TAZ3	23028
Q8TB15	55243
Q8TB32	57521
Q8TB34	23309
Q8TB39	23002
Q8TB42	92737
Q8TB45	64798
Q8TB60	9024
Q8TB63	10006
Q8TB82	85440
Q8TB83	1031
Q8TBB1	84708
Q8TBC4	9039
Q8TBE8	80177
Q8TBG0	5621
Q8TBH2	1909
Q8TBH7	1949
Q8TBI9	5525
Q8TBK7	7178
Q8TBL9	902
Q8TBM1	26959
Q8TBQ5	8997
Q8TBR9	57680
Q8TBW9	64421
Q8TBY7	117584
Q8TC19	653509
Q8TC32	27148
Q8TC71	132671
Q8TCA2	9788
Q8TCA3	5105
Q8TCB5	57534
Q8TCC1	6997
Q8TCD8	6441
Q8TCE2	3082
Q8TCG5	126129
Q8TCJ3	64333
Q8TCL7	57534
Q8TCP8	8824
Q8TCS2	8831
Q8TCU0	1374
Q8TCU6	57580
Q8TCV0	2822
Q8TCX3	92140
Q8TCY1	9322
Q8TD09	387893
Q8TD56	6670
Q8TD59	5998
Q8TD60	10287
Q8TD64	8787
Q8TD65	8787
Q8TD68	5998
Q8TD69	6014
Q8TD70	10672
Q8TD71	2768
Q8TD72	2775
Q8TD75	5618
Q8TD78	5618
Q8TDA0	2264
Q8TDA3	9181
Q8TDC2	84446
Q8TDC3	84446
Q8TDD1	79039
Q8TDF6	115727
Q8TDF7	51135
Q8TDF8	3911
Q8TDH2	6135
Q8TDI1	841
Q8TDI2	841
Q8TDI3	841
Q8TDI4	841
Q8TDI5	841
Q8TDK9	4303
Q8TDL2	153090
Q8TDL3	55503
Q8TDN4	91768
Q8TDN9	2735
Q8TDP3	55240
Q8TDS3	5241
Q8TDW9	10023
Q8TDX0	1432
Q8TDX3	9322
Q8TDY2	9821
Q8TDY5	7161
Q8TDY6	7161
Q8TDY9	22999
Q8TDZ0	6502
Q8TDZ1	6502
Q8TDZ5	22999
Q8TE72	383
Q8TE84	126129
Q8TE93	26959
Q8TEB4	54880
Q8TED3	221955
Q8TEI6	56160
Q8TEK6	221178
Q8TEM1	23225
Q8TEM3	25960
Q8TEN6	11336
Q8TET3	85358
Q8TEU5	3981
Q8TEW6	55715
Q8TEW7	55816
Q8TF03	55240
Q8TF07	27183
Q8TF26	90249
Q8VC50	9040
Q8VC50	22192
Q8WLP6	972
Q8WTP8	64782
Q8WTS6	80854
Q8WTW0	6726
Q8WTW5	4869
Q8WTX8	83637
Q8WTZ2	3454
Q8WU14	9814
Q8WU19	10376
Q8WU20	10818
Q8WU26	824
Q8WU27	9855
Q8WU28	1778
Q8WU51	116985
Q8WU60	4731
Q8WU70	10728
Q8WU71	2023
Q8WU87	3099
Q8WU88	7029
Q8WUA0	5371
Q8WUA3	54778
Q8WUA9	64218
Q8WUB1	1455
Q8WUE7	55763
Q8WUF5	10848
Q8WUG4	9181
Q8WUG7	84126
Q8WUH2	9392
Q8WUI4	51564
Q8WUI5	64223
Q8WUJ2	4771
Q8WUJ6	9093
Q8WUJ7	91442
Q8WUL0	37
Q8WUM6	3688
Q8WUN1	2212
Q8WUU9	23327
Q8WUW0	11336
Q8WUW1	55845
Q8WUW5	3276
Q8WUY7	23043
Q8WUZ8	220164
Q8WV02	5998
Q8WV18	25942
Q8WV29	26271
Q8WV50	701
Q8WV84	115557
Q8WV88	7043
Q8WV91	23265
Q8WVC9	10513
Q8WVF6	6014
Q8WVG4	11197
Q8WVK6	3658
Q8WVL0	151648
Q8WVU4	25945
Q8WVU9	9821
Q8WVV7	2934
Q8WVW6	8312
Q8WVY0	7089
Q8WW06	5584
Q8WW43	83464
Q8WW64	2212
Q8WW73	8650
Q8WW75	1401
Q8WW82	2822
Q8WW89	5268
Q8WWE3	2532
Q8WWG1	145957
Q8WWI4	28996
Q8WWI7	2877
Q8WWK5	5063
Q8WWN8	64411
Q8WWQ9	22806
Q8WWR0	22806
Q8WWR1	22806
Q8WWR2	22806
Q8WWR3	22806
Q8WWS8	6777
Q8WWU4	6670
Q8WWV9	83593
Q8WWW0	83593
Q8WWY4	112398
Q8WWZ2	6585
Q8WX23	5063
Q8WX47	4983
Q8WXA0	5998
Q8WXA1	64344
Q8WXA4	3823
Q8WXE1	84126
Q8WXE4	114790
Q8WXE6	221955
Q8WXF4	83593
Q8WXG3	8567
Q8WXG4	8567
Q8WXG5	8567
Q8WXG6	8567
Q8WXI5	80781
Q8WXI9	57459
Q8WXJ2	940
Q8WXJ3	9093
Q8WXJ5	4915
Q8WXJ6	4915
Q8WXJ7	4915
Q8WXK8	667
Q8WXK9	667
Q8WXQ6	11214
Q8WXR8	55503
Q8WXR9	8323
Q8WXU9	1788
Q8WY03	10645
Q8WY04	10645
Q8WY05	10645
Q8WY06	10645
Q8WY18	84174
Q8WY25	7786
Q8WY37	10782
Q8WY38	10782
Q8WY92	9500
Q8WYB4	84148
Q8WYI8	22801
Q8WYJ1	4193
Q8WYJ2	4193
Q8WYK3	7298
Q8WYK4	7298
Q8WYK5	1975
Q8WYK6	7494
Q8WYL3	54434
Q8WYL4	54434
Q8WYL5	54434
Q8WYL6	10018
Q8WYL7	10018
Q8WYL8	10018
Q8WYL9	10018
Q8WYM0	10018
Q8WYM1	10018
Q8WYM6	467
Q8WYP3	54453
Q8WYQ5	54487
Q8WYQ8	843
Q8WYR0	64333
Q8WYY1	55200
Q8WYZ3	54386
Q8WZ08	85407
Q8WZ14	84148
Q8WZ49	581
Q8WZ63	8567
Q8WZ68	3439
Q8WZ68	3447
Q8WZ73	117584
Q8WZ88	5048
Q8WZ89	5048
Q8WZ99	351
Q8WZA7	3911
Q92466	1643
Q92467	1147
Q92471	2776
Q92473	21
Q92479	861
Q92479	862
Q92481	7021
Q92482	360
Q92486	5465
Q92487	7291
Q92490	6356
Q92491	6356
Q92493	960
Q92497	2175
Q924Y7	22933
Q92501	898
Q92523	1375
Q92529	53358
Q92533	578
Q92534	3065
Q92542	23385
Q92547	11073
Q92556	9844
Q92558	8936
Q92568	2886
Q92574	7248
Q92583	6361
Q92594	5922
Q92597	10397
Q92601	9821
Q92606	2887
Q92607	1857
Q92608	1794
Q92612	4216
Q92624	10513
Q92630	8445
Q92633	1902
Q92636	8439
Q92650	102
Q92653	3172
Q92654	3172
Q92655	3172
Q92656	3635
Q92660	4172
Q92664	2971
Q92667	8165
Q92672	3929
Q92678	4323
Q92689	5465
Q92692	5819
Q92696	5875
Q92697	5876
Q92731	2100
Q92732	8886
Q92738	9712
Q92749	8395
Q92750	6875
Q92754	7022
Q92756	1875
Q92757	7030
Q92758	7030
Q92768	1869
Q92769	3066
Q92781	5959
Q92783	8027
Q92793	1387
Q92795	1956
Q92801	10109
Q92812	5934
Q92814	1778
Q92817	2125
Q92826	10481
Q92830	2648
Q92831	8850
Q92835	3635
Q92837	10023
Q92841	10521
Q92843	599
Q92851	843
Q92852	842
Q92869	4802
Q92875	1949
Q92878	10111
Q92886	4762
Q92888	9138
Q92905	10987
Q92907	2887
Q92908	2627
Q92919	3953
Q92920	3953
Q92921	3953
Q92922	6599
Q92923	6601
Q92924	6602
Q92926	6604
Q92934	572
Q92940	4088
Q92940	17127
Q92940	397260
Q92940	25631
Q92941	1742
Q92943	9971
Q92944	274
Q92948	2887
Q92961	5607
Q92962	5607
Q92963	6016
Q92964	6014
Q92969	10782
Q92974	9181
Q92976	598
Q92978	11331
Q92985	3665
Q92993	10524
Q92996	5617
Q92997	1857
Q93002	4088
Q93002	17127
Q93002	397260
Q93002	25631
Q93007	472
Q93009	7874
Q93029	7013
Q93035	7408
Q93040	10155
Q93042	324
Q93051	545
Q93052	4026
Q93060	5579
Q93066	7337
Q93068	7341
Q93068	22218
Q93074	9968
Q93096	7803
Q969G1	5598
Q969G3	6605
Q969G9	85407
Q969H0	55294
Q969H4	10256
Q969J9	1605
Q969L5	328
Q969N0	4771
Q969P1	7494
Q969P2	89780
Q969P3	4720
Q969P5	114907
Q969Q3	4771
Q969Q7	55662
Q969R1	2194
Q969R6	51107
Q969R9	94241
Q969S4	5590
Q969S8	83933
Q969T2	9988
Q969T5	5336
Q969U4	6046
Q969V0	7083
Q969V6	57591
Q969V8	5777
Q969V9	7088
Q969W6	5328
Q969X8	2002
Q969Z7	3397
Q96A00	94274
Q96A08	255626
Q96A14	2266
Q96A16	55294
Q96A32	29895
Q96A53	3880
Q96A56	94241
Q96A64	5211
Q96A65	60412
Q96A68	23089
Q96A79	1490
Q96A93	322
Q96A97	7184
Q96AA2	84033
Q96AC5	2113
Q96AE9	53944
Q96AF7	9252
Q96AH7	57060
Q96AI4	56950
Q96AJ2	26959
Q96AK7	1794
Q96AK9	667
Q96AN1	836
Q96AN6	55770
Q96AP0	65057
Q96AS1	149233
Q96AT6	4869
Q96AU5	5771
Q96AV4	84446
Q96AV8	144455
Q96AW4	23028
Q96AW9	2118
Q96B09	5567
Q96B15	226
Q96B16	57142
Q96B36	84335
Q96B50	3383
Q96B52	1029
Q96B63	8812
Q96B71	2784
Q96B73	124056
Q96B74	8324
Q96B75	9064
Q96B97	30011
Q96BA0	840
Q96BB1	81706
Q96BD7	7494
Q96BE6	117584
Q96BF4	9138
Q96BF9	5265
Q96BH0	2624
Q96BH8	2624
Q96BI3	51107
Q96BI4	84335
Q96BJ1	5817
Q96BK5	54984
Q96BP4	11059
Q96BP7	84876
Q96BP8	196513
Q96BT5	9063
Q96BV4	54205
Q96BV4	744779
Q96BV8	83879
Q96BV9	5928
Q96BY3	5338
Q96BY6	55619
Q96BZ6	4350
Q96C04	8535
Q96C05	6195
Q96C06	3654
Q96C17	84864
Q96C20	3315
Q96C25	55367
Q96C41	5883
Q96C43	23636
Q96C68	2194
Q96C82	10097
Q96C90	26472
Q96C91	9260
Q96CC0	3055
Q96CC7	8437
Q96CC8	9610
Q96CF9	26018
Q96CG8	115908
Q96CH0	7297
Q96CI2	9815
Q96CJ2	63916
Q96CJ3	4684
Q96CK3	790
Q96CL1	6464
Q96CL3	84126
Q96CN3	114790
Q96CP4	6890
Q96CR7	10458
Q96CT0	51586
Q96CT3	9672
Q96CU8	7430
Q96CV1	1263
Q96CV5	2036
Q96CY0	10013
Q96CY8	4149
Q96CZ8	23235
Q96D10	3845
Q96D14	4205
Q96D31	84876
Q96D76	9093
Q96D82	10276
Q96D85	9922
Q96DA1	1906
Q96DB0	11009
Q96DB2	79885
Q96DB3	54880
Q96DC4	4869
Q96DF7	3170
Q96DF9	2886
Q96DH0	2810
Q96DH3	5518
Q96DI4	11336
Q96DN9	221223
Q96DQ5	667
Q96DV5	9212
Q96DW4	3932
Q96DW5	8788
Q96DY4	10014
Q96E10	3985
Q96E12	6601
Q96E37	64283
Q96E44	51111
Q96E50	1791
Q96E62	8797
Q96E63	115557
Q96E70	5621
Q96E76	5315
Q96E90	80204
Q96E93	10219
Q96E95	1977
Q96EA5	4869
Q96EB6	23411
Q96EE2	7178
Q96EE6	6648
Q96EE8	1066
Q96EH0	1540
Q96EI4	1059
Q96EI7	3315
Q96EK7	84498
Q96EL0	55902
Q96EM2	6548
Q96EN2	407
Q96EQ1	64798
Q96ES1	5265
Q96ET1	622
Q96ET9	760
Q96EV3	79658
Q96EW9	83939
Q96EY1	9093
Q96EZ2	64333
Q96EZ7	333926
Q96F07	26999
Q96F17	9138
Q96F26	57680
Q96F28	54815
Q96F30	28988
Q96F37	100532731
Q96F37	648
Q96F39	6236
Q96F48	685
Q96F49	896
Q96F66	83737
Q96F69	190
Q96F81	84976
Q96F91	183
Q96FA8	112476
Q96FB0	1123
Q96FC4	4023
Q96FD3	57447
Q96FE5	84894
Q96FF0	23265
Q96FJ7	11047
Q96FM2	20614
Q96FM2	25012
Q96FM2	396444
Q96FM2	6616
Q96FM2	574204
Q96FN2	4957
Q96FP6	2891
Q96FR6	929
Q96FS4	6494
Q96FT0	57447
Q96FT1	27043
Q96FV1	3880
Q96FV6	10159
Q96FX6	91442
Q96FX8	64065
Q96G19	51588
Q96G39	54487
Q96G51	5598
Q96G67	1736
Q96G93	3725
Q96GA0	148022
Q96GA9	1398
Q96GB8	2623
Q96GC6	10782
Q96GD4	9212
Q96GD6	3557
Q96GG7	3659
Q96GH3	3726
Q96GI0	80142
Q96GI8	9112
Q96GK1	8877
Q96GK4	79084
Q96GL2	80142
Q96GL8	79412
Q96GM5	6602
Q96GM9	9869
Q96GP0	664
Q96GP4	90249
Q96GP8	54487
Q96GQ2	23761
Q96GV1	2023
Q96GY4	6601
Q96H01	28227
Q96H13	55816
Q96H18	2175
Q96H34	387522
Q96H34	7335
Q96H42	64689
Q96H68	4776
Q96H73	7067
Q96H83	6095
Q96H87	10062
Q96H90	7476
Q96H93	54821
Q96H99	2017
Q96HA5	3678
Q96HB1	3683
Q96HB3	2011
Q96HB7	6382
Q96HC8	3098
Q96HD2	1452
Q96HD7	5781
Q96HE1	4762
Q96HE2	26292
Q96HE5	3553
Q96HF9	91875
Q96HI2	220164
Q96HJ0	1398
Q96HK1	6613
Q96HK3	801
Q96HK3	805
Q96HK3	808
Q96HK4	10935
Q96HK7	3183
Q96HM4	3183
Q96HP0	57572
Q96HP6	116985
Q96HR2	5771
Q96HW4	26160
Q96HW6	3801
Q96HY0	6470
Q96HZ4	55502
Q96I90	8829
Q96I92	84976
Q96ID6	2822
Q96IF1	84962
Q96IH2	1051
Q96IH4	5211
Q96IH5	8829
Q96IH7	51586
Q96IJ7	23381
Q96IK7	84335
Q96IL3	993
Q96IM1	10155
Q96IN1	640
Q96IT0	2194
Q96IT5	1280
Q96IV1	9093
Q96IV3	83658
Q96IW9	79866
Q96IY5	3183
Q96IY8	4801
Q96IZ1	6696
Q96J02	83737
Q96J12	5468
Q96J16	2625
Q96J24	960
Q96J27	3837
Q96J29	5819
Q96J35	4891
Q96J40	5236
Q96J45	4781
Q96J47	3958
Q96J60	3856
Q96J76	667
Q96J81	58484
Q96J82	58484
Q96J83	58484
Q96J84	55243
Q96JA1	26018
Q96JG7	57787
Q96JI1	84532
Q96JI9	84498
Q96JJ2	5905
Q96JJ3	63916
Q96JK6	84441
Q96JL4	84446
Q96JN0	84458
Q96JN1	55215
Q96JP6	11214
Q96JS9	79840
Q96JT8	1386
Q96JU0	57447
Q96JU3	57658
Q96JX6	84532
Q96K01	51564
Q96K34	64344
Q96K52	84894
Q96K71	84876
Q96K74	28988
Q96K81	83939
Q96KA1	200958
Q96KB0	84864
Q96KB2	25960
Q96KE3	9063
Q96KE5	2264
Q96KF3	10580
Q96KF4	10580
Q96KG4	11009
Q96KI3	7295
Q96KI6	3440
Q96KJ0	7422
Q96KJ3	2266
Q96KJ6	64714
Q96KL9	2263
Q96KM0	2263
Q96KM1	2263
Q96KM2	2263
Q96KM3	51741
Q96KM4	701
Q96KP1	55770
Q96KP2	836
Q96KP7	2335
Q96KP8	2335
Q96KP9	2335
Q96KQ3	7159
Q96KQ4	23368
Q96KQ6	5791
Q96KQ7	10919
Q96KR0	8626
Q96KS0	112398
Q96KS2	55114
Q96KS3	55114
Q96KV5	9365
Q96KW5	9365
Q96KZ6	1453
Q96KZ7	5156
Q96L32	900
Q96L34	57787
Q96L44	2668
Q96L65	2036
Q96L71	116985
Q96L75	57551
Q96L82	7422
Q96L98	25942
Q96L99	929
Q96LB5	10159
Q96LC5	55503
Q96LD6	9429
Q96LE0	55294
Q96LU2	220164
Q96LV0	56616
Q96ME5	63916
Q96MG7	56160
Q96MH5	10919
Q96MJ7	84708
Q96ML7	196883
Q96MN3	139818
Q96MU8	83999
Q96MY9	586
Q96MZ8	196513
Q96N13	79158
Q96N61	5861
Q96N61	19324
Q96N67	85440
Q96N96	221178
Q96NG2	84335
Q96NG6	85440
Q96NI0	85440
Q96NR8	145226
Q96NT2	7186
Q96NW5	7422
Q96NW8	51343
Q96NX0	7033
Q96NZ6	6775
Q96P01	3566
Q96P32	5664
Q96P33	5663
Q96P35	5618
Q96P36	5618
Q96P39	1
Q96P48	116985
Q96P60	4803
Q96P77	83933
Q96P78	83933
Q96P79	11214
Q96PA9	63916
Q96PB0	9844
Q96PD4	112744
Q96PE1	25960
Q96PE2	9828
Q96PG9	27113
Q96PI8	112744
Q96PL3	995
Q96PM5	25898
Q96PM9	25946
Q96PN0	57447
Q96PN1	29780
Q96PR5	25898
Q96PR8	9672
Q96PT9	3091
Q96PU5	23327
Q96PV0	8831
Q96PY9	114790
Q96Q01	83637
Q96Q12	7477
Q96Q17	8600
Q96Q20	7818
Q96QB0	1290
Q96QB1	10395
Q96QB3	1290
Q96QD0	10919
Q96QD4	10277
Q96QD7	54984
Q96QG3	2475
Q96QI4	84174
Q96QJ3	10093
Q96QL9	1158
Q96QM4	10481
Q96QN5	115727
Q96QN6	115727
Q96QN7	115727
Q96QN9	4751
Q96QR4	29949
Q96QR5	79370
Q96QS2	80824
Q96QT5	667
Q96QU0	10156
Q96QV1	64399
Q96QV3	10000
Q96QX2	1490
Q96QZ1	3592
Q96R03	1827
Q96RE4	5578
Q96RF2	51741
Q96RF7	2149
Q96RG0	2011
Q96RG3	5292
Q96RG6	3576
Q96RI0	9002
Q96RI1	9971
Q96RI2	55294
Q96RJ1	9322
Q96RL0	3823
Q96RL2	3654
Q96RN4	30011
Q96RN5	51586
Q96RP1	10645
Q96RP2	10645
Q96RP6	7322
Q96RR3	10645
Q96RR4	10645
Q96RU5	9622
Q96RW1	55615
Q96RW1	23779
Q96RW2	55615
Q96RW2	23779
Q96RX2	9788
Q96RY4	23162
Q96S28	8312
Q96S29	398
Q96S33	4350
Q96S41	5371
Q96S41	5914
Q96S54	94274
Q96S56	19
Q96S59	10048
Q96S74	64333
Q96S75	79658
Q96S81	10006
Q96SC5	57591
Q96SC5	64783
Q96SC6	57591
Q96SC6	64783
Q96SD1	64421
Q96SE1	153090
Q96SE6	5591
Q96SP5	83879
Q96SP9	79753
Q96SQ2	57787
Q96SS8	55114
Q96ST0	55215
Q96ST3	25942
Q96T15	55763
Q96T22	841
Q96T30	4771
Q96T31	4771
Q96T32	4771
Q96T33	4771
Q96T70	80781
Q96T85	19
Q96T93	55502
Q96TA8	9429
Q96TD3	8553
Q96TD6	4041
Q96TD9	5786
Q96TE4	8837
Q96TG0	3909
Q96TG8	282378
Q96TG8	6812
Q96TG8	25558
Q96TG9	166
Q99075	1839
Q99227	1280
Q99259	2571
Q99417	26292
Q99433	7514
Q99441	5606
Q99444	6009
Q99458	4855
Q99461	4217
Q99464	3985
Q99466	4855
Q99471	5204
Q99474	7048
Q99490	116986
Q99500	1903
Q99523	6272
Q99524	597
Q99535	8153
Q99558	9020
Q99574	5274
Q99577	5922
Q99578	6014
Q99588	6300
Q99608	4692
Q99623	11331
Q99630	2034
Q99638	5883
Q99653	11261
Q99655	1375
Q99656	3597
Q99657	246
Q99659	7157
Q99660	3662
Q99662	3815
Q99665	3595
Q99668	6455
Q99672	6300
Q99677	2846
Q99683	4217
Q99684	2672
Q99688	274
Q99697	5308
Q99699	3718
Q99704	1796
Q99708	5932
Q99734	4853
Q99741	990
Q99744	3175
Q99746	5347
Q99751	8554
Q99754	8394
Q99755	8394
Q99756	8394
Q99758	21
Q99759	4215
Q99762	5290
Q99775	328
Q99801	4824
Q99804	7291
Q99810	10481
Q99814	2034
Q99819	398
Q99834	27250
Q99835	6608
Q99836	4615
Q99839	9414
Q99840	4775
Q99841	4775
Q99842	4775
Q99845	843
Q99849	11156
Q99856	1820
Q99858	6295
Q99861	6927
Q99864	3172
Q99866	1302
Q99872	3276
Q99873	3276
Q99874	3276
Q99876	7804
Q99895	11330
Q99903	10276
Q99940	4855
Q99961	6455
Q99962	6456
Q99964	7030
Q99966	4435
Q99967	10370
Q99975	4133
Q99976	4133
Q99985	10512
Q99988	9518
Q9BPV1	5451
Q9BPV7	661
Q9BPW2	5371
Q9BPZ1	661
Q9BPZ6	6804
Q9BPZ7	79109
Q9BQ06	2177
Q9BQ08	84666
Q9BQ17	10987
Q9BQ30	429
Q9BQ44	5867
Q9BQ62	842
Q9BQA1	79084
Q9BQB4	50964
Q9BQB7	8886
Q9BQC0	2784
Q9BQD6	6790
Q9BQE7	839
Q9BQF0	3663
Q9BQH0	57580
Q9BQH5	57447
Q9BQH7	83637
Q9BQK2	6195
Q9BQL3	54453
Q9BQL9	10398
Q9BQM8	57169
Q9BQQ3	64689
Q9BQR1	6670
Q9BQT2	1285
Q9BQV9	5770
Q9BQW2	23236
Q9BQX5	64098
Q9BR45	20614
Q9BR45	25012
Q9BR45	396444
Q9BR45	6616
Q9BR45	574204
Q9BR49	8202
Q9BR50	8412
Q9BR65	3265
Q9BR72	1535
Q9BR73	51564
Q9BR78	7804
Q9BR91	5211
Q9BRA6	994
Q9BRB0	2801
Q9BRB5	8445
Q9BRD5	5170
Q9BRJ4	28964
Q9BRJ7	84309
Q9BRJ8	7080
Q9BRL2	2305
Q9BRL3	9776
Q9BRM9	1639
Q9BRN1	56848
Q9BRQ8	84883
Q9BRR9	64333
Q9BRS4	5452
Q9BRU5	3838
Q9BRZ1	79039
Q9BRZ4	622
Q9BS04	1840
Q9BS25	725
Q9BS41	2966
Q9BS44	3987
Q9BS50	383
Q9BS56	7039
Q9BS60	1022
Q9BS72	7518
