From	To
Q49AQ0	3801
Q49AQ1	27065
Q4FZB6	50650
Q4FZB7	51111
Q4G0E3	1975
Q4G0F2	8658
Q4G0K3	55733
Q4G0M8	55857
Q4G0S5	55857
Q4G0V1	135112
Q4G2Z2	10075
Q4JHT4	2736
Q4JJA0	1452
Q4KKV2	89
Q4KMG0	50937
Q4KMP4	6862
Q4KMQ6	2115
Q4KMR1	8867
Q4KMT4	3451
Q4KMV2	5910
Q4KMY1	8349
Q4LDD5	116985
Q4LE28	1387
Q4LE44	3910
Q4LE47	9972
Q4LE59	1600
Q4LE71	7249
Q4LE75	1062
Q4LE76	2475
Q4LE80	613
Q4LE83	2194
Q4PJ14	999
Q4PJ19	846
Q4PJH5	4353
Q4PJH8	7351
Q4PJI0	2232
Q4PLI4	1268
Q4QQH7	2243
Q4QQI5	50650
Q4QQI8	5910
Q4QQQ0	50650
Q4QRJ6	2781
Q4QZ40	2147
Q4TT26	8312
Q4TT27	8312
Q4TT67	64714
Q4TTG0	329
Q4TTS5	4843
Q4TUS4	2023
Q4U0F0	9970
Q4V765	56950
Q4V775	51111
Q4V9S3	220164
Q4VAI5	1003
Q4VAI6	1003
Q4VAK0	3684
Q4VAK1	3684
Q4VAK2	3684
Q4VAL2	7098
Q4VAP3	6197
Q4VAP7	1261
Q4VAT5	1562
Q4VAU4	1044
Q4VAV9	7042
Q4VAZ9	1447
Q4VB25	3008
Q4VB52	3596
Q4VBM6	1268
Q4VBN2	2779
Q4VBQ5	7520
Q4VBR2	55240
Q4VBY7	6194
Q4VBZ7	5295
Q4VC08	57498
Q4VC47	2280
Q4VGP1	149233
Q4VGP2	149233
Q4VGP3	149233
Q4VGP4	149233
Q4VGP5	149233
Q4VGP6	149233
Q4VGX0	332
Q4VJB6	7531
Q4VWM1	4988
Q4VWM2	4988
Q4VWM3	4988
Q4VWM4	4988
Q4VWM6	4988
Q4VWX6	4988
Q4VX75	7430
Q4VXA0	5933
Q4VXM6	2036
Q4VXM7	2036
Q4VXM8	2036
Q4VXN4	2036
Q4VXV4	7490
Q4VXV5	7490
Q4VXV6	7490
Q4VXX5	847
Q4W4Y2	54386
Q4W597	6696
Q4W5A9	80854
Q4W5B4	3033
Q4W5E3	1259
Q4W5G2	2549
Q4W5G8	80333
Q4W5I3	9429
Q4W5M7	10891
Q4W5M9	56034
Q4W5N3	1487
Q4W5P4	890
Q4W8S0	63977
Q4W8S3	63977
Q4W8S4	63977
Q4W8S5	63977
Q4ZFU9	1386
Q4ZFW4	23671
Q4ZFW6	8941
Q4ZFW7	79840
Q4ZG17	925
Q4ZG36	55240
Q4ZG55	9687
Q4ZG63	338
Q4ZGG7	2305
Q4ZGH2	2178
Q4ZGJ1	6352
Q4ZGJ6	7082
Q4ZGJ7	3014
Q4ZGK2	920
Q4ZH51	50943
Q4ZHT9	115
Q4ZIR5	115
Q502U9	2846
Q502W5	55740
Q502X3	5908
Q503A4	23636
Q503B4	4283
Q504R5	3055
Q504T1	3206
Q504U4	5585
Q504U5	6461
Q504W0	7098
Q504W6	64326
Q52II0	6118
Q52LB8	3439
Q52LB8	3447
Q52LC9	8809
Q52LH6	5395
Q52LS8	23433
Q52LV8	10344
Q52LX3	3442
Q52LY7	5149
Q52LZ2	3976
Q52LZ6	1950
Q52LZ8	5916
Q52M03	8437
Q52M23	940
Q52M35	7222
Q52M43	5610
Q52M68	2151
Q52M96	641
Q52NZ1	8717
Q52PK4	817
Q52QU9	92140
Q52ZP1	80204
Q53A18	4666
Q53EK9	3727
Q53EL6	27250
Q53EM2	6616
Q53EM6	5295
Q53EN5	26999
Q53EN6	9776
Q53EP5	2908
Q53EP7	80204
Q53EQ0	3827
Q53EQ2	23541
Q53EQ7	3570
Q53ES8	8986
Q53EW5	83879
Q53EX2	3183
Q53EY3	5902
Q53EY6	834
Q53F01	10652
Q53F07	4605
Q53F16	3171
Q53F61	332
Q53F92	100
Q53FA7	9540
Q53FC1	6591
Q53FD6	4751
Q53FG0	27342
Q53FH1	1791
Q53FK4	8125
Q53FM6	4683
Q53FN9	6385
Q53FR5	653361
Q53FT9	2023
Q53FU2	79084
Q53FU9	4240
Q53G22	9322
Q53G46	4666
Q53G53	3939
Q53G60	6839
Q53GE5	10855
Q53GJ0	3856
Q53GK4	5315
Q53GU3	23770
Q53GW9	3454
Q53GZ3	5524
Q53H00	4296
Q53H02	5928
Q53H04	2147
Q53H06	2147
Q53H11	3454
Q53H48	4046
Q53H63	2260
Q53H90	23671
Q53HB1	10458
Q53HH6	6125
Q53HH7	7520
Q53HJ1	8405
Q53HK5	8607
Q53HL7	8607
Q53HM3	7351
Q53HM4	387
Q53HQ2	1975
Q53HQ3	4043
Q53HR3	2023
Q53HS5	3689
Q53HS6	4043
Q53HU2	10399
Q53P47	200558
Q53PB9	200558
Q53QC8	338
Q53QE4	699
Q53QF4	1293
Q53QF6	1293
Q53QF9	3552
Q53QL9	10746
Q53QM2	10096
Q53QM4	2817
Q53QM5	9855
Q53QN5	10787
Q53QQ1	1285
Q53QQ4	25791
Q53QU0	200558
Q53QV0	6382
Q53QY9	1876
Q53QZ0	9475
Q53R14	1285
Q53R18	3577
Q53R22	7855
Q53R28	10018
Q53R88	92737
Q53R99	6711
Q53RD2	1261
Q53RE1	23671
Q53RG5	3694
Q53RR6	3694
Q53RT5	80204
Q53RU0	52
Q53RW8	1285
Q53RW9	1286
Q53RX7	3655
Q53RY2	1386
Q53S29	801
Q53S29	805
Q53S29	808
Q53S42	1286
Q53S59	8324
Q53S69	7852
Q53S71	100526767
Q53S71	51652
Q53S75	10746
Q53S88	6772
Q53S90	27347
Q53S91	1281
Q53S94	10787
Q53SC2	3557
Q53SD4	9655
Q53SD6	1123
Q53SD7	25780
Q53SH5	1123
Q53SJ1	23433
Q53SJ7	9475
Q53SK1	4691
Q53SK4	3685
Q53SK7	7039
Q53SL4	5581
Q53SL7	27347
Q53SM5	5581
Q53SN9	55502
Q53SQ8	55240
Q53SS1	27347
Q53ST7	25791
Q53SU5	100526767
Q53SU5	51652
Q53SV3	6295
Q53SX1	51776
Q53SX3	8648
Q53T23	5443
Q53T32	5899
Q53T54	109
Q53T74	1058
Q53T90	5077
Q53TA9	7456
Q53TE0	3987
Q53TE2	5903
Q53TP6	2641
Q53TP7	92737
Q53TQ4	8828
Q53TQ5	92737
Q53TQ7	2571
Q53TQ8	6801
Q53TS3	8828
Q53TS4	7035
Q53TS6	8837
Q53TT4	8807
Q53TT5	841
Q53TU3	4953
Q53TU5	8807
Q53TY2	1796
Q53WR1	1286
Q53WR4	1290
Q53X14	6011
Q53X59	3553
Q53X60	4237
Q53X65	2597
Q53X69	7295
Q53X72	902
Q53X75	5300
Q53X79	7283
Q53X85	2213
Q53X88	5050
Q53XB8	5265
Q53XK2	2769
Q53XK4	5778
Q53XK7	23682
Q53XK8	6643
Q53XM0	1856
Q53XN0	10287
Q53XN2	3837
Q53XN5	5158
Q53XP4	8493
Q53XP6	3091
Q53XS3	5328
Q53XS7	4615
Q53XT0	1827
Q53XT4	3297
Q53XT5	929
Q53XV0	2149
Q53XV2	5536
Q53XV4	3937
Q53XW0	4193
Q53XW4	6772
Q53XW6	4656
Q53XX2	3553
Q53XY3	3861
Q53XZ5	7531
Q53XZ7	11009
Q53Y00	3164
Q53Y18	2266
Q53Y27	8607
Q53Y35	10787
Q53Y40	5152
Q53Y56	6009
Q53Y61	1655
Q53Y70	842
Q53Y72	8797
Q53Y75	1848
Q53Y81	7334
Q53Y87	1072
Q53Y93	3059
Q53Y96	3459
Q53YA2	11140
Q53YB1	4137
Q53YD3	2886
Q53YD5	840
Q53YE0	2624
Q53YE3	3838
Q53Z57	8643
Q53ZQ1	9429
Q53ZR2	10106
Q53ZU4	1745
Q53ZV4	3458
Q540F8	567
Q540H3	57167
Q541P8	1281
Q541U8	60412
Q546D3	6382
Q547Q3	57154
Q548A5	54984
Q548C1	4846
Q548C3	1284
Q548E0	116986
Q548H3	84433
Q549C7	7276
Q549M7	637
Q549T8	8321
Q549U2	2056
Q549X7	1066
Q549X8	1066
Q54A81	2206
Q54A95	21
Q54AA8	5204
Q54AF1	8837
Q561W3	10524
Q564H7	2335
Q564N3	83464
Q567P9	4256
Q567Q6	6921
Q567S4	4099
Q567T1	57447
Q567T5	6696
Q567U5	10971
Q569H0	4659
Q569L4	9429
Q56A88	3952
Q56CZ0	10125
Q56D06	9612
Q56UH9	114609
Q56UI0	114609
Q580W8	51776
Q580W9	83879
Q585T2	2335
Q587I7	3554
Q58A43	64344
Q58EX3	3767
Q58EX6	80781
Q58G75	10125
Q58J86	1938
Q597H6	6643
Q598Q1	627
Q59E99	7057
Q59EB7	3685
Q59EB8	2289
Q59ED4	405
Q59ED8	4851
Q59EH1	2335
Q59EH6	5170
Q59EN1	11127
Q59EQ7	7204
Q59ER0	394
Q59ER3	6711
Q59ES9	6117
Q59EW4	2066
Q59F00	50650
Q59F06	4296
Q59F21	835
Q59F47	2
Q59F50	5598
Q59F52	6720
Q59F57	5551
Q59F64	1277
Q59FD3	3183
Q59FE8	51474
Q59FH7	5903
Q59FH8	1729
Q59FI7	116985
Q59FL7	4684
Q59FL9	2261
Q59FP0	4301
Q59FP6	11214
Q59FP9	5371
Q59FQ7	3658
Q59FT6	8812
Q59FY2	23387
Q59FZ3	6872
Q59G19	3801
Q59G21	817
Q59G40	2045
Q59G55	7037
Q59G65	6257
Q59G79	9988
Q59GA7	2115
Q59GB1	1910
Q59GC0	5567
Q59GF5	4920
Q59GI9	4363
Q59GJ1	4915
Q59GM0	9612
Q59GN7	25898
Q59GQ2	3716
Q59GR4	1290
Q59GV3	6601
Q59GV5	11279
Q59GX1	7329
Q59GX4	4205
Q59GY4	4802
Q59GY5	51776
Q59GZ4	6093
Q59GZ6	10746
Q59H10	55367
Q59H24	8437
Q59H26	6197
Q59H33	8737
Q59H40	2260
Q59H45	5336
Q59H66	7398
Q59H76	4012
Q59H98	3643
Q59H99	5591
Q59HA0	8573
Q59HB1	10125
Q59HB2	545
Q59HB7	3655
Q59HC7	55367
Q59HE7	3142
Q59HF4	9064
Q59HH6	701
Q59HH8	6294
Q5BIW2	55615
Q5BJF6	4957
Q5BJG2	2260
Q5BJG8	6749
Q5BKU4	55824
Q5BKY3	55857
Q5BKY4	79733
Q5BKZ6	4215
Q5BKZ9	5236
Q5BNE9	5567
Q5BNF0	5567
Q5BNF1	5567
Q5BNF2	5567
Q5BNF3	5567
Q5CAQ6	3320
Q5CAQ7	3320
Q5CZ89	598
Q5CZ92	5567
Q5CZ95	55733
Q5CZI7	4137
Q5D035	23092
Q5D056	4914
Q5D094	10085
Q5D1P0	5467
Q5DTA9	941
Q5DTB0	941
Q5DU71	10848
Q5EAJ8	55615
Q5EAJ9	55615
Q5EEX2	3630
Q5EGN3	27043
Q5EU94	4869
Q5EU95	4869
Q5EU96	4869
Q5EU97	4869
Q5EU98	4869
Q5EU99	4869
Q5F2F9	5532
Q5FBB4	151648
Q5FBB5	151648
Q5FBB6	151648
Q5FBB7	151648
Q5FBB8	151648
Q5FBW5	6778
Q5FBW9	5395
Q5FBX1	5395
Q5FBX2	5395
Q5FC04	3572
Q5FC12	3561
Q5FVF0	4904
Q5FWE5	2294
Q5FWE8	3183
Q5FWG2	3570
Q5G1L5	7222
Q5H961	10075
Q5H972	84271
Q5H999	2245
Q5H9K2	203447
Q5H9U2	9765
Q5HY53	2316
Q5HY55	2316
Q5HYA0	284
Q5HYA4	5829
Q5HYC1	1191
Q5HYG0	1981
Q5HYQ5	11279
Q5HYQ7	3563
Q5HYQ8	3563
Q5I0Y0	1785
Q5I0Y1	7376
Q5I1X4	10848
Q5I1Z9	4751
Q5I3A8	10125
Q5IFM8	2626
Q5IT36	6387
Q5J5B4	9024
Q5J5B5	84446
Q5J7W1	5230
Q5J8L8	8125
Q5J8M6	10399
Q5J9I4	4350
Q5JAA8	5879
Q5JNZ7	55787
Q5JP00	5931
Q5JP05	5592
Q5JP83	10919
Q5JP92	6257
Q5JP94	1302
Q5JPC8	55770
Q5JPE2	54331
Q5JPI2	92335
Q5JPK8	6197
Q5JPT4	30011
Q5JPT5	30011
Q5JQ66	9459
Q5JQ81	4983
Q5JQ92	10919
Q5JQA1	10919
Q5JQG3	10919
Q5JQP5	27343
Q5JQT4	27018
Q5JQT5	27018
Q5JR12	333926
Q5JR99	1263
Q5JRJ3	28986
Q5JRP0	8038
Q5JRP1	8038
Q5JRU9	842
Q5JS20	1046
Q5JS94	10800
Q5JS95	57580
Q5JS96	57580
Q5JSB4	7027
Q5JSC1	5911
Q5JSC2	5911
Q5JSJ6	5592
Q5JSL3	139818
Q5JSL4	3597
Q5JSL6	23229
Q5JSR4	64421
Q5JSR5	64421
Q5JSR7	64421
Q5JSR8	64421
Q5JSR9	64421
Q5JSS0	64421
Q5JSS7	64421
Q5JSV5	79109
Q5JSV6	79109
Q5JSV9	79109
Q5JT23	407
Q5JT24	407
Q5JTI6	10735
Q5JTP8	81624
Q5JU08	8555
Q5JU56	23263
Q5JU74	7030
Q5JUD4	23348
Q5JUD6	23348
Q5JUE4	2889
Q5JUP7	8021
Q5JUY4	991
Q5JV56	1948
Q5JVL5	1268
Q5JVQ0	23411
Q5JVZ6	63916
Q5JW63	665
Q5JWT5	383
Q5JWT6	383
Q5JWX1	5063
Q5JWX2	5063
Q5JX77	994
Q5JXP7	11279
Q5JXY0	4237
Q5JY21	22999
Q5JY25	22999
Q5JYB2	7709
Q5JYD9	8202
Q5JYE0	8202
Q5JYH6	1288
Q5JYH8	1288
Q5JYJ2	4168
Q5JYJ3	4168
Q5JYJ4	4168
Q5JYP0	22981
Q5JZG3	8409
Q5JZI1	1439
Q5K3R4	50507
Q5K3R5	50507
Q5K3R6	50507
Q5K3R8	50507
Q5K546	3656
Q5K6N5	126129
Q5KSM0	5810
Q5KSM1	5810
Q5M800	64223
Q5M9N1	23387
Q5MAB8	8824
Q5MGC6	332
Q5MJ36	25913
Q5MY99	4638
Q5MYA0	4638
Q5MYT5	51741
Q5NKV7	3383
Q5PPR5	2768
Q5PSV3	7421
Q5PY50	2247
Q5QD39	5152
Q5QJE7	23381
Q5QNX0	8349
Q5QP35	10726
Q5QP36	8431
Q5QP37	83737
Q5QP39	405
Q5QP87	8643
Q5QPB4	5621
Q5QPB8	3172
Q5QPH2	55902
Q5QPH3	55902
Q5QTQ7	10159
Q5QTR2	83939
Q5QTS0	2
Q5R1U7	5727
Q5R1U9	5727
Q5R1V0	5727
Q5R2V5	102724428
Q5R2V5	150094
Q5R344	6403
Q5R3A6	2534
Q5R3A7	2534
Q5RHS8	6273
Q5RIR5	653509
Q5RIR7	653509
Q5RIR8	729238
Q5RIR9	729238
Q5RKS5	51499
Q5SPI5	4920
Q5SQ10	5730
Q5SQG8	80010
Q5SQG9	80010
Q5SQZ3	818
Q5SQZ4	818
Q5SR60	1942
Q5SR61	1942
Q5SR70	1944
Q5SRH4	2060
Q5SRI8	3066
Q5SSD4	9064
Q5SSY7	4855
Q5STC9	6046
Q5STF3	5460
Q5STF4	5460
Q5STK9	1616
Q5STQ1	6257
Q5SUI8	1302
Q5SUX4	1289
Q5SVL0	840
Q5SVL3	840
Q5SVM5	6195
Q5SVM8	6195
Q5SVM9	6195
Q5SW99	5287
Q5SWW9	5328
Q5SWX2	7414
Q5SWX4	818
Q5SXM3	4851
Q5SXQ0	5778
Q5SXQ1	5778
Q5SY30	9261
Q5SY32	83593
Q5SY41	9261
Q5SY46	7391
Q5SY67	6278
Q5SY70	6279
Q5SYT5	5590
Q5SYT7	6497
Q5SYV3	7410
Q5SYV4	7410
Q5SYV5	7410
Q5SYV6	80142
Q5SYX0	1759
Q5SYX2	1759
Q5SZ12	10277
Q5SZ16	10277
Q5SZ86	3066
Q5SZD8	9869
Q5SZD9	9869
Q5SZE0	9869
Q5SZE7	9869
Q5SZG8	3910
Q5SZJ6	8100
Q5SZK1	22999
Q5SZK7	8936
Q5SZU2	3158
Q5T077	6883
Q5T0C5	6491
Q5T0F2	284654
Q5T0F5	4998
Q5T0F6	9372
Q5T0F7	9372
Q5T0I2	2934
Q5T0M3	6441
Q5T0U6	2048
Q5T0U7	2048
Q5T0U8	2048
Q5T0V1	6585
Q5T163	286205
Q5T180	6464
Q5T183	6464
Q5T184	6464
Q5T185	6464
Q5T186	6464
Q5T1B9	85440
Q5T1C0	85440
Q5T1K3	5567
Q5T1R3	1907
Q5T1Y2	7091
Q5T1Z6	9672
Q5T1Z7	9672
Q5T208	23385
Q5T227	5457
Q5T258	7357
Q5T294	23408
Q5T295	23408
Q5T2B6	8453
Q5T2I7	2309
Q5T2P0	3605
Q5T2Q1	23348
Q5T2R3	10006
Q5T2R4	10006
Q5T2R6	10006
Q5T2R7	10006
Q5T2R9	10006
Q5T2S7	81624
Q5T2T4	7049
Q5T316	27244
Q5T3D5	10817
Q5T3G4	7088
Q5T3J8	9314
Q5T3J9	9314
Q5T3S0	219699
Q5T3X7	4853
Q5T3Y0	2822
Q5T488	5087
Q5T489	607
Q5T4R1	768
Q5T4U4	34
Q5T5H7	2099
Q5T5K6	8395
Q5T5K8	8395
Q5T5K9	8395
Q5T5M7	55740
Q5T5V2	10935
Q5T603	1847
Q5T648	6722
Q5T6J9	29979
Q5T6K8	4802
Q5T6K9	4802
Q5T6L1	4802
Q5T6M6	1600
Q5T6M9	1600
Q5T6U9	3159
Q5T6Z7	10253
Q5T781	54840
Q5T782	54840
Q5T784	54840
Q5T7C3	3146
Q5T7D6	229
Q5T7F1	8829
Q5T7F2	8829
Q5T7F3	8829
Q5T7G8	84033
Q5T7G9	84033
Q5T7H7	5292
Q5T7K1	3055
Q5T7K2	3055
Q5T7M0	7293
Q5T7P4	3713
Q5T7P7	5867
Q5T7Q0	3301
Q5T7S3	3371
Q5T7V4	5900
Q5T835	1600
Q5T836	1600
Q5T837	1600
Q5T855	1326
Q5T8J0	896
Q5T8M9	58
Q5T8Z3	100532731
Q5T8Z3	648
Q5T923	10580
Q5T924	10580
Q5T927	10580
Q5T928	10580
Q5T929	10580
Q5T930	10580
Q5T931	10580
Q5T932	10580
Q5T968	6935
Q5T9C0	2022
Q5T9I7	9972
Q5T9P1	355
Q5T9P2	355
Q5T9P3	355
Q5T9U3	6121
Q5T9U5	4209
Q5T9U6	4209
Q5T9U9	23623
Q5T9V0	23623
Q5T9V1	23623
Q5T9V2	23623
Q5T9W7	3326
Q5TA33	1855
Q5TA35	1855
Q5TA64	26292
Q5TAN8	23348
Q5TAV9	8464
Q5TB22	51107
Q5TB23	51107
Q5TB35	2035
Q5TB85	255488
Q5TBJ7	675
Q5TBT0	667
Q5TBT2	667
Q5TBT7	5451
Q5TBV5	7161
Q5TBV6	7161
Q5TC06	8569
Q5TC07	8569
Q5TC39	5528
Q5TC72	83658
Q5TC78	462
Q5TCA7	1647
Q5TCA8	1647
Q5TCI5	64218
Q5TCJ6	64218
Q5TCK6	632
Q5TCM1	6648
Q5TCM4	389421
Q5TCN2	6446
Q5TCN3	6446
Q5TCN4	6446
Q5TCU2	7010
Q5TDA1	4988
Q5TDH8	3932
Q5TDH9	3932
Q5TDN2	6885
Q5TDN3	6885
Q5TDR2	9148
Q5TDR3	9148
Q5TDT7	6885
Q5TE53	55816
Q5TE65	598
Q5TE66	3397
Q5TE67	3397
Q5TE82	149371
Q5TED1	6610
Q5TEH4	5340
Q5TEI9	6118
Q5TEJ5	6118
Q5TEL0	83737
Q5TEM5	4646
Q5TEM6	4646
Q5TEM7	4646
Q5TER1	2475
Q5TEW3	8412
Q5TF04	7812
Q5TF05	7812
Q5TF23	667
Q5TF24	667
Q5TF42	84532
Q5TF47	26271
Q5TF95	135112
Q5TFA8	11104
Q5TFA9	11104
Q5TFF7	23236
Q5TFT8	54453
Q5TFW7	4773
Q5TFW8	4773
Q5TGC9	23236
Q5TGD8	5770
Q5TGE0	387522
Q5TGE0	7335
Q5TGE3	387522
Q5TGE3	7335
Q5TGI2	55733
Q5TGJ5	29780
Q5TGM6	2289
Q5TH27	84174
Q5TH28	84174
Q5TH94	23028
Q5TH95	23028
Q5THN3	4217
Q5TIB9	83999
Q5TIG6	4301
Q5TIG7	4301
Q5TM15	2274
Q5TZF2	27252
Q5TZN1	9322
Q5TZN9	8766
Q5TZP9	891
Q5TZQ2	5524
Q5TZR4	5908
Q5TZR6	4802
Q5TZS3	23462
Q5TZT2	11186
Q5TZT4	11171
Q5TZU8	10971
Q5TZX1	2773
Q5TZX4	10608
Q5U012	3487
Q5U018	1973
Q5U024	387
Q5U026	374
Q5U035	894
Q5U046	1452
Q5U047	1452
Q5U065	1457
Q5U066	920
Q5U074	2770
Q5U087	5500
Q5U0B0	5764
Q5U0B5	6616
Q5U0B8	6416
Q5U0D1	6880
Q5U0G3	8851
Q5U0H2	1027
Q5U0H4	599
Q5U0H6	388
Q5U0I4	8784
Q5U0J8	972
Q5U0M1	5265
Q5U0N2	7471
Q5U0P6	8153
Q5U1V4	100506658
Q5U4A5	5603
Q5U4N9	3911
Q5U731	7049
Q5UB37	1268
Q5UB46	7422
Q5UBZ1	9047
Q5UGI1	842
Q5VH53	25946
Q5VLR4	10399
Q5VSH9	56950
Q5VST9	84033
Q5VSU2	84033
Q5VT16	8573
Q5VT17	8573
Q5VT18	8573
Q5VT19	8573
Q5VTC3	3098
Q5VTF4	10370
Q5VTI1	10000
Q5VTI2	10000
Q5VTQ9	55740
Q5VTR0	55740
Q5VTT1	7941
Q5VTT8	4216
Q5VTT9	4216
Q5VTU0	2045
Q5VTU4	6993
Q5VTW0	4720
Q5VTW4	2207
Q5VTW5	9970
Q5VTW6	9970
Q5VTY9	55733
Q5VTZ2	467
Q5VUF1	8915
Q5VUI7	3662
Q5VUM8	6461
Q5VUR2	57459
Q5VUT0	7832
Q5VUT3	29949
Q5VUY3	9249
Q5VV10	9712
Q5VV12	3449
Q5VV13	3446
Q5VV14	3444
Q5VV15	3441
Q5VV55	3020
Q5VV55	3021
Q5VV56	3020
Q5VV56	3021
Q5VV90	223
Q5VVB2	5525
Q5VVF3	1435
Q5VVF4	1435
Q5VVF6	7436
Q5VVJ5	1029
Q5VVM7	1063
Q5VVN5	7248
Q5VVR0	725
Q5VW16	84458
Q5VW29	4781
Q5VW46	5925
Q5VW62	22926
Q5VWB9	5298
Q5VWC0	5298
Q5VWC1	5298
Q5VWC9	3456
Q5VWD1	3452
Q5VWF6	1282
Q5VWG7	2625
Q5VWG8	2625
Q5VWH3	5791
Q5VWH4	5791
Q5VWK5	149233
Q5VWK7	149233
Q5VWL4	51196
Q5VWL5	51196
Q5VWQ8	153090
Q5VWV7	3445
Q5VWW2	26509
Q5VWW3	26509
Q5VWW4	26509
Q5VWW5	26509
Q5VX13	919
Q5VX15	5209
Q5VX18	5209
Q5VX19	5209
Q5VX33	19
Q5VX68	221178
Q5VX94	8516
Q5VXA9	2213
Q5VXB8	5998
Q5VXC1	5998
Q5VXH8	54536
Q5VXI5	55160
Q5VXI6	55160
Q5VXL0	9414
Q5VXL1	9414
Q5VXN8	2035
Q5VXQ7	7128
Q5VXT1	23263
Q5VXV1	6418
Q5VXV2	6418
Q5VXZ1	4751
Q5VY29	5146
Q5VY40	9826
Q5VY65	6446
Q5VY89	6016
Q5VY90	6016
Q5VY92	9181
Q5VYA3	23607
Q5VYC7	2308
Q5VYE7	3915
Q5VYG0	63967
Q5VYH3	10718
Q5VYM8	10497
Q5VYQ1	3443
Q5VYQ2	3439
Q5VYQ2	3447
Q5VYQ3	3445
Q5VYW2	3651
Q5VZ00	8395
Q5VZ01	2395
Q5VZ02	5568
Q5VZ05	5998
Q5VZ06	5998
Q5VZ23	3570
Q5VZ53	3451
Q5VZ56	3448
Q5VZ84	6935
Q5VZ85	3799
Q5VZ87	10912
Q5VZA9	1284
Q5VZC0	5727
Q5VZC2	5727
Q5VZI8	7099
Q5VZI9	7099
Q5VZM2	10325
Q5VZS2	4914
Q5VZS4	9047
Q5VZS5	9047
Q5VZS6	27250
Q5W007	3559
Q5W070	10006
Q5W072	10006
Q5W0B9	9882
Q5W0E8	5983
Q5W0G9	1910
Q5W0I4	1147
Q5W0P3	79866
Q5W0P4	79866
Q5W103	1791
Q5W116	4907
Q5W141	8945
Q5W142	8945
Q5W147	55662
Q5W1B5	9814
Q5W9H0	8874
Q5WRU7	6241
Q5XG82	9260
Q5XG83	3880
Q5XG92	283848
Q5XGA3	2011
Q5XJ08	7534
Q5XKC6	55243
Q5XKF5	5981
Q5XKF6	81624
Q5XKH9	3516
Q5XKJ6	55615
Q5XWF0	4137
Q5Y192	3619
Q5Y8C7	9166
Q5YLC1	11059
Q5YLG4	9429
Q5YLN8	11009
Q5ZF45	27252
Q60FE4	2335
Q61379	24242
Q61379	24244
Q61379	50663
Q61379	801
Q61379	805
Q61379	808
Q61379	12313
Q61379	12314
Q61379	12315
Q61379	100350107
Q61379	100352392
Q61379	108698710
Q61379	380558
Q61379	399259
Q61379	606721
Q61379	100297344
Q61379	520277
Q61379	617095
Q61380	24242
Q61380	24244
Q61380	50663
Q61380	801
Q61380	805
Q61380	808
Q61380	12313
Q61380	12314
Q61380	12315
Q61380	100350107
Q61380	100352392
Q61380	108698710
Q61380	380558
Q61380	399259
Q61380	606721
Q61380	100297344
Q61380	520277
Q61380	617095
Q61516	1973
Q61516	13681
Q62759	282378
Q62759	6812
Q62759	25558
Q63057	2885
Q63057	81504
Q63059	2885
Q63059	81504
Q63631	282125
Q63631	7531
Q63631	22627
Q63631	29753
Q63HJ2	57599
Q63HM5	4781
Q63HP8	7514
Q63HQ9	6046
Q63HR6	4683
Q63Z39	84883
Q63Z43	868
Q64320	282378
Q64320	6812
Q64320	25558
Q645G4	213
Q64FY5	5588
Q64GA9	3663
Q64GB1	3663
Q64GB2	3663
Q658K4	83879
Q658M5	2023
Q658N4	83879
Q658P3	55240
Q658R0	79109
Q658R3	146850
Q658U1	7185
Q658Y1	57599
Q658Y7	6046
Q659A8	83637
Q659B7	274
Q659C7	23381
Q659G0	84148
Q65A82	3105
Q65ZA4	54894
Q66GT6	25776
Q66I33	3020
Q66I33	3021
Q66K23	1284
Q66K35	55636
Q66K51	55160
Q66K72	64344
Q66K89	1877
Q66M66	139818
Q66T42	8573
Q670J1	4225
Q68A18	2011
Q68CK0	1
Q68CN9	6491
Q68CP3	7514
Q68CP8	1612
Q68CT7	7818
Q68CU6	5921
Q68CZ5	1959
Q68D00	6772
Q68D01	57534
Q68D14	9882
Q68D55	9639
Q68D81	5284
Q68D84	4790
Q68DA7	342184
Q68DB1	9219
Q68DE9	10735
Q68DF1	7812
Q68DI9	7812
Q68DJ6	51715
Q68DL3	2889
Q68DN2	2
Q68DN5	213
Q68DP8	2335
Q68DP9	2335
Q68DQ0	57680
Q68DQ7	586
Q68DR0	55294
Q68DT0	1871
Q68DT4	2335
Q68DT5	253260
Q68DV7	54894
Q68DW2	57447
Q68DZ2	4254
Q68DZ3	3611
Q68EM7	55114
Q68EN0	23151
Q68GC0	208
Q68GC2	23309
Q68GS5	1956
Q696R2	8787
Q699U1	79109
Q699U2	79109
Q699U3	79109
Q699U4	79109
Q69B26	6670
Q69B27	6670
Q69BL6	22806
Q69BL7	22806
Q69BL8	22806
Q69BL9	22806
Q69BM0	22806
Q69BM1	22806
Q69BM2	22806
Q69BM3	22806
Q69BM5	22806
Q69EZ7	2147
Q69HW4	9525
Q69YK9	84126
Q69YL2	57580
Q69YP9	2177
Q69YT0	131873
Q69YT1	10521
Q6AHW4	84864
Q6AHZ4	5274
Q6AI04	54894
Q6AI23	84441
Q6AI30	2115
Q6AI31	6857
Q6AW95	10987
Q6AZE2	23235
Q6B010	64714
Q6B053	126961
Q6B053	333932
Q6B053	653604
Q6B086	2619
Q6B0D9	1991
Q6B4V5	3172
